entry_id,contest_id,contest_name,PG,PG,SG,SG,SF,SF,PF,PF,C,,Instructions,,,,,,,,,,,,,,
,,,,,,,,,,,,,29454-85523:Jordan Loyd,29454-85523,PG,Jordan,Jordan Loyd,Loyd,null,null,3500,DAL@TOR,TOR,DAL,,,
,,,,,,,,,,,,,29454-66091:Cheick Diallo,29454-66091,PF,Cheick,Cheick Diallo,Diallo,3.900000095,2,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-15417:Solomon Hill,29454-15417,SF,Solomon,Solomon Hill,Hill,12.23333359,3,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-23097:Tomas Satoransky,29454-23097,PG,Tomas,Tomas Satoransky,Satoransky,11,4,3500,WAS@SAC,WAS,SAC,,,
,,,,,,,,,,,,,29454-12348:Wesley Johnson,29454-12348,SF,Wesley,Wesley Johnson,Johnson,15.03648583,74,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-66109:Skal Labissiere,29454-66109,PF,Skal,Skal Labissiere,Labissiere,3.03333346,3,3500,WAS@SAC,SAC,WAS,,,
,,,,,,,,,,,,,29454-16448:Frank Kaminsky,29454-16448,PF,Frank,Frank Kaminsky,Kaminsky,3.549999952,2,3500,CHI@CHA,CHA,CHI,,,
,,,,,,,,,,,,,29454-66114:Antonio Blakeney,29454-66114,SG,Antonio,Antonio Blakeney,Blakeney,12.32499981,4,3500,CHI@CHA,CHI,CHA,,,
,,,,,,,,,,,,,29454-12362:DeMarcus Cousins,29454-12362,C,DeMarcus,DeMarcus Cousins,Cousins,53.3354187,48,3500,GS@NY,GS,NY,O,Achilles,
,,,,,,,,,,,,,29454-85586:Marcus Derrickson,29454-85586,PF,Marcus,Marcus Derrickson,Derrickson,null,null,3500,GS@NY,GS,NY,,,
,,,,,,,,,,,,,29454-58457:Devin Robinson,29454-58457,SF,Devin,Devin Robinson,Robinson,11,1,3500,WAS@SAC,WAS,SAC,,,
,,,,,,,,,,,,,29454-15964:Lorenzo Brown,29454-15964,PG,Lorenzo,Lorenzo Brown,Brown,2.650000095,4,3500,DAL@TOR,TOR,DAL,,,
,,,,,,,,,,,,,29454-58463:Tyler Ulis,29454-58463,PG,Tyler,Tyler Ulis,Ulis,0,1,3500,CHI@CHA,CHI,CHA,,,
,,,,,,,,,,,,,29454-15975:C.J. Williams,29454-15975,SG,C.J.,C.J. Williams,Williams,-2,1,3500,MIL@MIN,MIN,MIL,,,
,,,,,,,,,,,,,29454-68203:Chris Boucher,29454-68203,PF,Chris,Chris Boucher,Boucher,1.200000048,1,3500,DAL@TOR,TOR,DAL,,,
,,,,,,,,,,,,,29454-17517:Tony Snell,29454-17517,SG,Tony,Tony Snell,Snell,7.800000191,4,3500,MIL@MIN,MIL,MIN,,,
,,,,,,,,,,,,,29454-41077:Sindarius Thornwell,29454-41077,SG,Sindarius,Sindarius Thornwell,Thornwell,9.863013699,73,3500,LAC@HOU,LAC,HOU,,,
,,,,,,,,,,,,,29454-24186:Tyrone Wallace,29454-24186,SG,Tyrone,Tyrone Wallace,Wallace,0,1,3500,LAC@HOU,LAC,HOU,,,
,,,,,,,,,,,,,29454-41083:Luke Kornet,29454-41083,PF,Luke,Luke Kornet,Kornet,0.5,1,3500,GS@NY,NY,GS,,,
,,,,,,,,,,,,,29454-41597:Johnathan Motley,29454-41597,PF,Johnathan,Johnathan Motley,Motley,15.57272755,11,3500,LAC@HOU,LAC,HOU,,,
,,,,,,,,,,,,,29454-9873:Robin Lopez,29454-9873,C,Robin,Robin Lopez,Lopez,9.766666412,3,3500,CHI@CHA,CHI,CHA,,,
,,,,,,,,,,,,,29454-66203:Malachi Richardson,29454-66203,SG,Malachi,Malachi Richardson,Richardson,1.5,2,3500,DAL@TOR,TOR,DAL,,,
,,,,,,,,,,,,,29454-85150:Trevon Bluiett,29454-85150,SG,Trevon,Trevon Bluiett,Bluiett,null,null,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-70820:Thon Maker,29454-70820,C,Thon,Thon Maker,Maker,12.48648649,74,3500,MIL@MIN,MIL,MIN,,,
,,,,,,,,,,,,,29454-42662:Troy Williams,29454-42662,SF,Troy,Troy Williams,Williams,13.60000029,21,3500,WAS@SAC,SAC,WAS,,,
,,,,,,,,,,,,,29454-14506:Brandon Knight,29454-14506,PG,Brandon,Brandon Knight,Knight,null,null,3500,LAC@HOU,HOU,LAC,O,Knee,
,,,,,,,,,,,,,29454-70830:Zhou Qi,29454-70830,PF,Zhou,Zhou Qi,Qi,4.966666751,18,3500,LAC@HOU,HOU,LAC,O,Knee,
,,,,,,,,,,,,,29454-14521:Kenneth Faried,29454-14521,PF,Kenneth,Kenneth Faried,Faried,6.199999809,2,3500,BKN@NO,BKN,NO,,,
,,,,,,,,,,,,,29454-23740:Ryan Arcidiacono,29454-23740,PG,Ryan,Ryan Arcidiacono,Arcidiacono,16.90000025,3,3500,CHI@CHA,CHI,CHA,,,
,,,,,,,,,,,,,29454-84668:Troy Brown Jr.,29454-84668,SF,Troy,Troy Brown Jr.,Brown Jr.,8.199999809,1,3500,WAS@SAC,WAS,SAC,,,
,,,,,,,,,,,,,29454-16071:Tim Frazier,29454-16071,PG,Tim,Tim Frazier,Frazier,1.5,1,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-22727:Ron Baker,29454-22727,SG,Ron,Ron Baker,Baker,4.859999847,5,3500,GS@NY,NY,GS,,,
,,,,,,,,,,,,,29454-84678:Miles Bridges,29454-84678,SF,Miles,Miles Bridges,Bridges,14.02499962,4,3500,CHI@CHA,CHA,CHI,,,
,,,,,,,,,,,,,29454-15560:Shabazz Napier,29454-15560,PG,Shabazz,Shabazz Napier,Napier,13.5,1,3500,BKN@NO,BKN,NO,,,
,,,,,,,,,,,,,29454-84690:Jalen Brunson,29454-84690,PG,Jalen,Jalen Brunson,Brunson,10.47500038,4,3500,DAL@TOR,DAL,TOR,,,
,,,,,,,,,,,,,29454-84697:Jacob Evans,29454-84697,SG,Jacob,Jacob Evans,Evans,5.449999809,2,3500,GS@NY,GS,NY,,,
,,,,,,,,,,,,,29454-42202:Christian Wood,29454-42202,PF,Christian,Christian Wood,Wood,2.700000048,2,3500,MIL@MIN,MIL,MIN,,,
,,,,,,,,,,,,,29454-84698:Dzanan Musa,29454-84698,SF,Dzanan,Dzanan Musa,Musa,6.449999809,2,3500,BKN@NO,BKN,NO,,,
,,,,,,,,,,,,,29454-23772:Yogi Ferrell,29454-23772,PG,Yogi,Yogi Ferrell,Ferrell,12.96000061,5,3500,WAS@SAC,SAC,WAS,,,
,,,,,,,,,,,,,29454-84700:Rodions Kurucs,29454-84700,PF,Rodions,Rodions Kurucs,Kurucs,12.30000051,3,3500,BKN@NO,BKN,NO,O,Ankle,
,,,,,,,,,,,,,29454-15582:Quinn Cook,29454-15582,PG,Quinn,Quinn Cook,Cook,5.920000076,5,3500,GS@NY,GS,NY,,,
,,,,,,,,,,,,,29454-9953:Ian Mahinmi,29454-9953,C,Ian,Ian Mahinmi,Mahinmi,10.13333321,3,3500,WAS@SAC,WAS,SAC,GTD,Back,
,,,,,,,,,,,,,29454-84707:Chandler Hutchison,29454-84707,SF,Chandler,Chandler Hutchison,Hutchison,6.333333333,3,3500,CHI@CHA,CHI,CHA,,,
,,,,,,,,,,,,,29454-58083:Jahlil Okafor,29454-58083,C,Jahlil,Jahlil Okafor,Okafor,3.049999952,2,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-84706:Devonte' Graham,29454-84706,PG,Devonte',Devonte' Graham,Graham,1.5,1,3500,CHI@CHA,CHA,CHI,,,
,,,,,,,,,,,,,29454-84709:Mitchell Robinson,29454-84709,C,Mitchell,Mitchell Robinson,Robinson,5.333333333,3,3500,GS@NY,NY,GS,,,
,,,,,,,,,,,,,29454-84712:Vincent Edwards,29454-84712,SF,Vincent,Vincent Edwards,Edwards,null,null,3500,LAC@HOU,HOU,LAC,,,
,,,,,,,,,,,,,29454-9968:Jodie Meeks,29454-9968,SG,Jodie,Jodie Meeks,Meeks,10.45714302,77,3500,MIL@MIN,MIL,MIN,O,Suspension,
,,,,,,,,,,,,,29454-67312:Thomas Bryant,29454-67312,C,Thomas,Thomas Bryant,Bryant,10.80000019,1,3500,WAS@SAC,WAS,SAC,,,
,,,,,,,,,,,,,29454-84725:Kostas Antetokounmpo,29454-84725,PF,Kostas,Kostas Antetokounmpo,Antetokounmpo,null,null,3500,DAL@TOR,DAL,TOR,,,
,,,,,,,,,,,,,29454-84726:Ray Spalding,29454-84726,PF,Ray,Ray Spalding,Spalding,0,1,3500,DAL@TOR,DAL,TOR,,,
,,,,,,,,,,,,,29454-84730:J.P. Macura,29454-84730,SG,J.P.,J.P. Macura,Macura,null,null,3500,CHI@CHA,CHA,CHI,,,
,,,,,,,,,,,,,29454-85242:Rawle Alkins,29454-85242,SG,Rawle,Rawle Alkins,Alkins,null,null,3500,CHI@CHA,CHI,CHA,,,
,,,,,,,,,,,,,29454-85305:Kenrich Williams,29454-85305,PF,Kenrich,Kenrich Williams,Williams,0,1,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-85309:Daryl Macon,29454-85309,PG,Daryl,Daryl Macon,Macon,null,null,3500,DAL@TOR,DAL,TOR,,,
,,,,,,,,,,,,,29454-85308:Trevon Duval,29454-85308,PG,Trevon,Trevon Duval,Duval,null,null,3500,MIL@MIN,MIL,MIN,GTD,Eye,
,,,,,,,,,,,,,29454-20806:Treveon Graham,29454-20806,SG,Treveon,Treveon Graham,Graham,3.650000095,2,3500,BKN@NO,BKN,NO,O,Hamstring,
,,,,,,,,,,,,,29454-40262:Sterling Brown,29454-40262,SG,Sterling,Sterling Brown,Brown,1,2,3500,MIL@MIN,MIL,MIN,,,
,,,,,,,,,,,,,29454-82761:Jaylen Morris,29454-82761,SG,Jaylen,Jaylen Morris,Morris,10.11666679,6,3500,MIL@MIN,MIL,MIN,,,
,,,,,,,,,,,,,29454-84830:Jared Terrell,29454-84830,SG,Jared,Jared Terrell,Terrell,null,null,3500,MIL@MIN,MIN,MIL,,,
,,,,,,,,,,,,,29454-84833:Ryan Broekhoff,29454-84833,PF,Ryan,Ryan Broekhoff,Broekhoff,2.099999905,4,3500,DAL@TOR,DAL,TOR,,,
,,,,,,,,,,,,,29454-84836:Angel Delgado,29454-84836,C,Angel,Angel Delgado,Delgado,null,null,3500,LAC@HOU,LAC,HOU,,,
,,,,,,,,,,,,,29454-16230:Jordan McRae,29454-16230,SG,Jordan,Jordan McRae,McRae,3.549999952,2,3500,WAS@SAC,WAS,SAC,,,
,,,,,,,,,,,,,29454-15727:Ben McLemore,29454-15727,SG,Ben,Ben McLemore,McLemore,2.625,4,3500,WAS@SAC,SAC,WAS,,,
,,,,,,,,,,,,,29454-66424:Justin Patton,29454-66424,C,Justin,Justin Patton,Patton,5,1,3500,MIL@MIN,MIN,MIL,O,Foot,
,,,,,,,,,,,,,29454-9613:Devin Harris,29454-9613,PG,Devin,Devin Harris,Harris,1.5,1,3500,DAL@TOR,DAL,TOR,GTD,Hamstring,
,,,,,,,,,,,,,29454-15762:Darius Miller,29454-15762,SF,Darius,Darius Miller,Miller,6.400000254,3,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-16293:Norman Powell,29454-16293,SF,Norman,Norman Powell,Powell,12.08000031,5,3500,DAL@TOR,TOR,DAL,,,
,,,,,,,,,,,,,29454-80812:Lauri Markkanen,29454-80812,PF,Lauri,Lauri Markkanen,Markkanen,28.09855143,69,3500,CHI@CHA,CHI,CHA,O,Elbow,
,,,,,,,,,,,,,29454-80819:Harry Giles III,29454-80819,PF,Harry,Harry Giles III,Giles III,9.5,5,3500,WAS@SAC,SAC,WAS,,,
,,,,,,,,,,,,,29454-58295:D.J. Wilson,29454-58295,PF,D.J.,D.J. Wilson,Wilson,2.068181818,22,3500,MIL@MIN,MIL,MIN,O,Hamstring,
,,,,,,,,,,,,,29454-80825:Isaiah Hartenstein,29454-80825,PF,Isaiah,Isaiah Hartenstein,Hartenstein,3.73333327,3,3500,LAC@HOU,HOU,LAC,,,
,,,,,,,,,,,,,29454-80824:Frank Jackson,29454-80824,SG,Frank,Frank Jackson,Jackson,4,2,3500,BKN@NO,NO,BKN,,,
,,,,,,,,,,,,,29454-48570:Isaiah Hicks,29454-48570,PF,Isaiah,Isaiah Hicks,Hicks,8.622222053,18,3500,GS@NY,NY,GS,,,
,,,,,,,,,,,,,29454-9669:Jason Smith,29454-9669,PF,Jason,Jason Smith,Smith,12.875,4,3500,WAS@SAC,WAS,SAC,,,
,,,,,,,,,,,,,29454-101331:Gary Clark,29454-101331,PF,Gary,Gary Clark,Clark,0.800000032,3,3500,LAC@HOU,HOU,LAC,,,
,,,,,,,,,,,,,29454-85463:Joe Chealey,29454-85463,PG,Joe,Joe Chealey,Chealey,null,null,3500,CHI@CHA,CHA,CHI,,,
,,,,,,,,,,,,,29454-85466:Wenyen Gabriel,29454-85466,PF,Wenyen,Wenyen Gabriel,Gabriel,null,null,3500,WAS@SAC,SAC,WAS,,,
,,,,,,,,,,,,,29454-16368:Mike Scott,29454-16368,PF,Mike,Mike Scott,Scott,3.575000048,4,3500,LAC@HOU,LAC,HOU,,,
,,,,,,,,,,,,,29454-9725:CJ Miles,29454-9725,SF,CJ,CJ Miles,Miles,9.7,5,3500,DAL@TOR,TOR,DAL,,,
